specialty,date,year,wait_type,total_waiting
Breast Surgery,2022-08-25,2022,Inpatient/Day Case,204.0
Cardio-Thoracic Surgery,2022-08-25,2022,Inpatient/Day Case,343.0
Cardiology,2022-08-25,2022,Inpatient/Day Case,2689.0
Clinical Immunology,2022-08-25,2022,Inpatient/Day Case,216.0
Dental Surgery,2022-08-25,2022,Inpatient/Day Case,53.0
Dermatology,2022-08-25,2022,Inpatient/Day Case,979.0
Endocrinology,2022-08-25,2022,Inpatient/Day Case,59.0
Gastro-Enterology,2022-08-25,2022,Inpatient/Day Case,480.0
Gastro-Intestinal Surgery,2022-08-25,2022,Inpatient/Day Case,533.0
General Medicine,2022-08-25,2022,Inpatient/Day Case,249.0
General Surgery,2022-08-25,2022,Inpatient/Day Case,12920.0
Gynaecology,2022-08-25,2022,Inpatient/Day Case,5425.0
Haematology,2022-08-25,2022,Inpatient/Day Case,37.0
Hepato-Biliary Surgery,2022-08-25,2022,Inpatient/Day Case,42.0
Maxillo-Facial,2022-08-25,2022,Inpatient/Day Case,1152.0
Neurology,2022-08-25,2022,Inpatient/Day Case,295.0
Neurosurgery,2022-08-25,2022,Inpatient/Day Case,696.0
Oncology,2022-08-25,2022,Inpatient/Day Case,22.0
Ophthalmology,2022-08-25,2022,Inpatient/Day Case,8861.0
Oral Surgery,2022-08-25,2022,Inpatient/Day Case,599.0
Orthopaedics,2022-08-25,2022,Inpatient/Day Case,10783.0
Otolaryngology (ENT),2022-08-25,2022,Inpatient/Day Case,4476.0
Pain Relief,2022-08-25,2022,Inpatient/Day Case,4294.0
Plastic Surgery,2022-08-25,2022,Inpatient/Day Case,4837.0
Radiology,2022-08-25,2022,Inpatient/Day Case,34.0
Respiratory Medicine,2022-08-25,2022,Inpatient/Day Case,657.0
Rheumatology,2022-08-25,2022,Inpatient/Day Case,290.0
Small Volume Specialties,2022-08-25,2022,Inpatient/Day Case,43.0
Urology,2022-08-25,2022,Inpatient/Day Case,8512.0
Vascular Surgery,2022-08-25,2022,Inpatient/Day Case,1571.0
Cardio-Thoracic Surgery,2022-08-25,2022,Inpatient/Day Case,68.0
Clinical Immunology,2022-08-25,2022,Inpatient/Day Case,306.0
Dental Surgery,2022-08-25,2022,Inpatient/Day Case,255.0
General Surgery,2022-08-25,2022,Inpatient/Day Case,288.0
Immunology,2022-08-25,2022,Inpatient/Day Case,108.0
Maxillo-Facial,2022-08-25,2022,Inpatient/Day Case,111.0
Ophthalmology,2022-08-25,2022,Inpatient/Day Case,618.0
Oral Surgery,2022-08-25,2022,Inpatient/Day Case,71.0
Orthopaedics,2022-08-25,2022,Inpatient/Day Case,503.0
Otolaryngology (ENT),2022-08-25,2022,Inpatient/Day Case,767.0
Paed Cardiology,2022-08-25,2022,Inpatient/Day Case,223.0
Paed Gastro-Enterol,2022-08-25,2022,Inpatient/Day Case,21.0
Paed Orthopaedic,2022-08-25,2022,Inpatient/Day Case,808.0
Paediatric Dermatology,2022-08-25,2022,Inpatient/Day Case,38.0
Paediatric ENT,2022-08-25,2022,Inpatient/Day Case,472.0
Paediatric Neurosurgery,2022-08-25,2022,Inpatient/Day Case,30.0
Paediatric Radiology,2022-08-25,2022,Inpatient/Day Case,40.0
Paediatric Respiratory Medicine,2022-08-25,2022,Inpatient/Day Case,1349.0
Paediatric Surgery,2022-08-25,2022,Inpatient/Day Case,439.0
Paediatric Urology,2022-08-25,2022,Inpatient/Day Case,331.0
Paediatrics,2022-08-25,2022,Inpatient/Day Case,199.0
Plastic Surgery,2022-08-25,2022,Inpatient/Day Case,398.0
Rheumatology,2022-08-25,2022,Inpatient/Day Case,79.0
Small Volume Specialties,2022-08-25,2022,Inpatient/Day Case,113.0
Urology,2022-08-25,2022,Inpatient/Day Case,225.0
Anaesthetics,2022-09-29,2022,Inpatient/Day Case,39.0
Breast Surgery,2022-09-29,2022,Inpatient/Day Case,205.0
Cardio-Thoracic Surgery,2022-09-29,2022,Inpatient/Day Case,335.0
Cardiology,2022-09-29,2022,Inpatient/Day Case,2717.0
Clinical Immunology,2022-09-29,2022,Inpatient/Day Case,212.0
Dental Surgery,2022-09-29,2022,Inpatient/Day Case,52.0
Dermatology,2022-09-29,2022,Inpatient/Day Case,1015.0
Endocrinology,2022-09-29,2022,Inpatient/Day Case,36.0
Gastro-Enterology,2022-09-29,2022,Inpatient/Day Case,514.0
Gastro-Intestinal Surgery,2022-09-29,2022,Inpatient/Day Case,537.0
General Medicine,2022-09-29,2022,Inpatient/Day Case,254.0
General Surgery,2022-09-29,2022,Inpatient/Day Case,12882.0
Gynaecology,2022-09-29,2022,Inpatient/Day Case,5613.0
Haematology,2022-09-29,2022,Inpatient/Day Case,37.0
Hepato-Biliary Surgery,2022-09-29,2022,Inpatient/Day Case,37.0
Maxillo-Facial,2022-09-29,2022,Inpatient/Day Case,1311.0
Nephrology,2022-09-29,2022,Inpatient/Day Case,30.0
Neurology,2022-09-29,2022,Inpatient/Day Case,283.0
Neurosurgery,2022-09-29,2022,Inpatient/Day Case,715.0
Oncology,2022-09-29,2022,Inpatient/Day Case,25.0
Ophthalmology,2022-09-29,2022,Inpatient/Day Case,8659.0
Oral Surgery,2022-09-29,2022,Inpatient/Day Case,580.0
Orthopaedics,2022-09-29,2022,Inpatient/Day Case,10705.0
Otolaryngology (ENT),2022-09-29,2022,Inpatient/Day Case,4470.0
Pain Relief,2022-09-29,2022,Inpatient/Day Case,4453.0
Plastic Surgery,2022-09-29,2022,Inpatient/Day Case,5004.0
Radiology,2022-09-29,2022,Inpatient/Day Case,27.0
Respiratory Medicine,2022-09-29,2022,Inpatient/Day Case,786.0
Rheumatology,2022-09-29,2022,Inpatient/Day Case,361.0
Small Volume Specialties,2022-09-29,2022,Inpatient/Day Case,14.0
Urology,2022-09-29,2022,Inpatient/Day Case,8370.0
Vascular Surgery,2022-09-29,2022,Inpatient/Day Case,1587.0
Cardio-Thoracic Surgery,2022-09-29,2022,Inpatient/Day Case,61.0
Clinical Immunology,2022-09-29,2022,Inpatient/Day Case,345.0
Dental Surgery,2022-09-29,2022,Inpatient/Day Case,260.0
General Surgery,2022-09-29,2022,Inpatient/Day Case,277.0
Immunology,2022-09-29,2022,Inpatient/Day Case,91.0
Maxillo-Facial,2022-09-29,2022,Inpatient/Day Case,116.0
Ophthalmology,2022-09-29,2022,Inpatient/Day Case,597.0
Oral Surgery,2022-09-29,2022,Inpatient/Day Case,68.0
Orthopaedics,2022-09-29,2022,Inpatient/Day Case,452.0
Otolaryngology (ENT),2022-09-29,2022,Inpatient/Day Case,757.0
Paed Cardiology,2022-09-29,2022,Inpatient/Day Case,213.0
Paed Orthopaedic,2022-09-29,2022,Inpatient/Day Case,793.0
Paediatric Dermatology,2022-09-29,2022,Inpatient/Day Case,25.0
Paediatric ENT,2022-09-29,2022,Inpatient/Day Case,449.0
Paediatric Infectious Diseases,2022-09-29,2022,Inpatient/Day Case,26.0
Paediatric Neurology,2022-09-29,2022,Inpatient/Day Case,23.0
Paediatric Neurosurgery,2022-09-29,2022,Inpatient/Day Case,28.0
Paediatric Radiology,2022-09-29,2022,Inpatient/Day Case,35.0
Paediatric Respiratory Medicine,2022-09-29,2022,Inpatient/Day Case,1262.0
Paediatric Surgery,2022-09-29,2022,Inpatient/Day Case,421.0
Paediatric Urology,2022-09-29,2022,Inpatient/Day Case,270.0
Paediatrics,2022-09-29,2022,Inpatient/Day Case,159.0
Plastic Surgery,2022-09-29,2022,Inpatient/Day Case,398.0
Rheumatology,2022-09-29,2022,Inpatient/Day Case,26.0
Small Volume Specialties,2022-09-29,2022,Inpatient/Day Case,76.0
Urology,2022-09-29,2022,Inpatient/Day Case,269.0
Anaesthetics,2022-10-27,2022,Inpatient/Day Case,40.0
Breast Surgery,2022-10-27,2022,Inpatient/Day Case,193.0
Cardio-Thoracic Surgery,2022-10-27,2022,Inpatient/Day Case,339.0
Cardiology,2022-10-27,2022,Inpatient/Day Case,2814.0
Clinical Immunology,2022-10-27,2022,Inpatient/Day Case,218.0
Dental Surgery,2022-10-27,2022,Inpatient/Day Case,40.0
Dermatology,2022-10-27,2022,Inpatient/Day Case,1014.0
Endocrinology,2022-10-27,2022,Inpatient/Day Case,36.0
Gastro-Enterology,2022-10-27,2022,Inpatient/Day Case,506.0
Gastro-Intestinal Surgery,2022-10-27,2022,Inpatient/Day Case,561.0
General Medicine,2022-10-27,2022,Inpatient/Day Case,267.0
General Surgery,2022-10-27,2022,Inpatient/Day Case,12716.0
Gynaecology,2022-10-27,2022,Inpatient/Day Case,5817.0
Haematology,2022-10-27,2022,Inpatient/Day Case,27.0
Hepato-Biliary Surgery,2022-10-27,2022,Inpatient/Day Case,41.0
Maxillo-Facial,2022-10-27,2022,Inpatient/Day Case,1417.0
Nephrology,2022-10-27,2022,Inpatient/Day Case,23.0
Neurology,2022-10-27,2022,Inpatient/Day Case,288.0
Neurosurgery,2022-10-27,2022,Inpatient/Day Case,695.0
Oncology,2022-10-27,2022,Inpatient/Day Case,30.0
Ophthalmology,2022-10-27,2022,Inpatient/Day Case,8852.0
Oral Surgery,2022-10-27,2022,Inpatient/Day Case,572.0
Orthopaedics,2022-10-27,2022,Inpatient/Day Case,10621.0
Otolaryngology (ENT),2022-10-27,2022,Inpatient/Day Case,4397.0
Pain Relief,2022-10-27,2022,Inpatient/Day Case,4648.0
Plastic Surgery,2022-10-27,2022,Inpatient/Day Case,4986.0
Radiology,2022-10-27,2022,Inpatient/Day Case,30.0
Respiratory Medicine,2022-10-27,2022,Inpatient/Day Case,632.0
Rheumatology,2022-10-27,2022,Inpatient/Day Case,497.0
Small Volume Specialties,2022-10-27,2022,Inpatient/Day Case,12.0
Urology,2022-10-27,2022,Inpatient/Day Case,8301.0
Vascular Surgery,2022-10-27,2022,Inpatient/Day Case,1498.0
Cardio-Thoracic Surgery,2022-10-27,2022,Inpatient/Day Case,64.0
Clinical Immunology,2022-10-27,2022,Inpatient/Day Case,376.0
Dental Surgery,2022-10-27,2022,Inpatient/Day Case,271.0
General Surgery,2022-10-27,2022,Inpatient/Day Case,258.0
Immunology,2022-10-27,2022,Inpatient/Day Case,92.0
Maxillo-Facial,2022-10-27,2022,Inpatient/Day Case,119.0
Ophthalmology,2022-10-27,2022,Inpatient/Day Case,612.0
Oral Surgery,2022-10-27,2022,Inpatient/Day Case,62.0
Orthopaedics,2022-10-27,2022,Inpatient/Day Case,424.0
Otolaryngology (ENT),2022-10-27,2022,Inpatient/Day Case,851.0
Paed Cardiology,2022-10-27,2022,Inpatient/Day Case,195.0
Paed Orthopaedic,2022-10-27,2022,Inpatient/Day Case,803.0
Paediatric Dermatology,2022-10-27,2022,Inpatient/Day Case,25.0
Paediatric ENT,2022-10-27,2022,Inpatient/Day Case,461.0
Paediatric Neurology,2022-10-27,2022,Inpatient/Day Case,20.0
Paediatric Neurosurgery,2022-10-27,2022,Inpatient/Day Case,29.0
Paediatric Radiology,2022-10-27,2022,Inpatient/Day Case,45.0
Paediatric Respiratory Medicine,2022-10-27,2022,Inpatient/Day Case,1327.0
Paediatric Surgery,2022-10-27,2022,Inpatient/Day Case,426.0
Paediatric Urology,2022-10-27,2022,Inpatient/Day Case,330.0
Paediatrics,2022-10-27,2022,Inpatient/Day Case,167.0
Plastic Surgery,2022-10-27,2022,Inpatient/Day Case,402.0
Rheumatology,2022-10-27,2022,Inpatient/Day Case,36.0
Small Volume Specialties,2022-10-27,2022,Inpatient/Day Case,77.0
Urology,2022-10-27,2022,Inpatient/Day Case,280.0
Anaesthetics,2022-11-24,2022,Inpatient/Day Case,37.0
Breast Surgery,2022-11-24,2022,Inpatient/Day Case,202.0
Cardio-Thoracic Surgery,2022-11-24,2022,Inpatient/Day Case,358.0
Cardiology,2022-11-24,2022,Inpatient/Day Case,2967.0
Clinical Immunology,2022-11-24,2022,Inpatient/Day Case,235.0
Dental Surgery,2022-11-24,2022,Inpatient/Day Case,49.0
Dermatology,2022-11-24,2022,Inpatient/Day Case,984.0
Endocrinology,2022-11-24,2022,Inpatient/Day Case,21.0
Gastro-Enterology,2022-11-24,2022,Inpatient/Day Case,499.0
Gastro-Intestinal Surgery,2022-11-24,2022,Inpatient/Day Case,562.0
General Medicine,2022-11-24,2022,Inpatient/Day Case,232.0
General Surgery,2022-11-24,2022,Inpatient/Day Case,12479.0
Gynaecology,2022-11-24,2022,Inpatient/Day Case,5796.0
Hepato-Biliary Surgery,2022-11-24,2022,Inpatient/Day Case,45.0
Maxillo-Facial,2022-11-24,2022,Inpatient/Day Case,1439.0
Nephrology,2022-11-24,2022,Inpatient/Day Case,31.0
Neurology,2022-11-24,2022,Inpatient/Day Case,263.0
Neurosurgery,2022-11-24,2022,Inpatient/Day Case,673.0
Oncology,2022-11-24,2022,Inpatient/Day Case,31.0
Ophthalmology,2022-11-24,2022,Inpatient/Day Case,9013.0
Oral Surgery,2022-11-24,2022,Inpatient/Day Case,568.0
Orthopaedics,2022-11-24,2022,Inpatient/Day Case,10369.0
Otolaryngology (ENT),2022-11-24,2022,Inpatient/Day Case,4437.0
Pain Relief,2022-11-24,2022,Inpatient/Day Case,4814.0
Plastic Surgery,2022-11-24,2022,Inpatient/Day Case,5075.0
Radiology,2022-11-24,2022,Inpatient/Day Case,21.0
Respiratory Medicine,2022-11-24,2022,Inpatient/Day Case,666.0
Rheumatology,2022-11-24,2022,Inpatient/Day Case,505.0
Small Volume Specialties,2022-11-24,2022,Inpatient/Day Case,30.0
Urology,2022-11-24,2022,Inpatient/Day Case,8151.0
Vascular Surgery,2022-11-24,2022,Inpatient/Day Case,1539.0
Cardio-Thoracic Surgery,2022-11-24,2022,Inpatient/Day Case,76.0
Clinical Immunology,2022-11-24,2022,Inpatient/Day Case,379.0
Dental Surgery,2022-11-24,2022,Inpatient/Day Case,278.0
General Surgery,2022-11-24,2022,Inpatient/Day Case,287.0
Immunology,2022-11-24,2022,Inpatient/Day Case,90.0
Maxillo-Facial,2022-11-24,2022,Inpatient/Day Case,139.0
Ophthalmology,2022-11-24,2022,Inpatient/Day Case,678.0
Oral Surgery,2022-11-24,2022,Inpatient/Day Case,74.0
Orthopaedics,2022-11-24,2022,Inpatient/Day Case,411.0
Otolaryngology (ENT),2022-11-24,2022,Inpatient/Day Case,828.0
Paed Cardiology,2022-11-24,2022,Inpatient/Day Case,215.0
Paed Orthopaedic,2022-11-24,2022,Inpatient/Day Case,799.0
Paediatric Dermatology,2022-11-24,2022,Inpatient/Day Case,29.0
Paediatric ENT,2022-11-24,2022,Inpatient/Day Case,614.0
Paediatric Neurology,2022-11-24,2022,Inpatient/Day Case,20.0
Paediatric Neurosurgery,2022-11-24,2022,Inpatient/Day Case,29.0
Paediatric Radiology,2022-11-24,2022,Inpatient/Day Case,46.0
Paediatric Respiratory Medicine,2022-11-24,2022,Inpatient/Day Case,1273.0
Paediatric Surgery,2022-11-24,2022,Inpatient/Day Case,508.0
Paediatric Urology,2022-11-24,2022,Inpatient/Day Case,360.0
Paediatrics,2022-11-24,2022,Inpatient/Day Case,162.0
Plastic Surgery,2022-11-24,2022,Inpatient/Day Case,443.0
Rheumatology,2022-11-24,2022,Inpatient/Day Case,32.0
Small Volume Specialties,2022-11-24,2022,Inpatient/Day Case,82.0
Urology,2022-11-24,2022,Inpatient/Day Case,290.0
Anaesthetics,2022-12-22,2022,Inpatient/Day Case,75.0
Breast Surgery,2022-12-22,2022,Inpatient/Day Case,193.0
Cardio-Thoracic Surgery,2022-12-22,2022,Inpatient/Day Case,388.0
Cardiology,2022-12-22,2022,Inpatient/Day Case,3085.0
Clinical Immunology,2022-12-22,2022,Inpatient/Day Case,218.0
Dental Surgery,2022-12-22,2022,Inpatient/Day Case,55.0
Dermatology,2022-12-22,2022,Inpatient/Day Case,1016.0
Endocrinology,2022-12-22,2022,Inpatient/Day Case,33.0
Gastro-Enterology,2022-12-22,2022,Inpatient/Day Case,530.0
Gastro-Intestinal Surgery,2022-12-22,2022,Inpatient/Day Case,597.0
General Medicine,2022-12-22,2022,Inpatient/Day Case,231.0
General Surgery,2022-12-22,2022,Inpatient/Day Case,12417.0
Gynaecology,2022-12-22,2022,Inpatient/Day Case,5767.0
Haematology,2022-12-22,2022,Inpatient/Day Case,23.0
Hepato-Biliary Surgery,2022-12-22,2022,Inpatient/Day Case,44.0
Maxillo-Facial,2022-12-22,2022,Inpatient/Day Case,1469.0
Nephrology,2022-12-22,2022,Inpatient/Day Case,40.0
Neurology,2022-12-22,2022,Inpatient/Day Case,318.0
Neurosurgery,2022-12-22,2022,Inpatient/Day Case,617.0
Oncology,2022-12-22,2022,Inpatient/Day Case,64.0
Ophthalmology,2022-12-22,2022,Inpatient/Day Case,9108.0
Oral Surgery,2022-12-22,2022,Inpatient/Day Case,554.0
Orthopaedics,2022-12-22,2022,Inpatient/Day Case,10079.0
Otolaryngology (ENT),2022-12-22,2022,Inpatient/Day Case,4575.0
Pain Relief,2022-12-22,2022,Inpatient/Day Case,4896.0
Plastic Surgery,2022-12-22,2022,Inpatient/Day Case,5262.0
Respiratory Medicine,2022-12-22,2022,Inpatient/Day Case,648.0
Rheumatology,2022-12-22,2022,Inpatient/Day Case,520.0
Small Volume Specialties,2022-12-22,2022,Inpatient/Day Case,31.0
Urology,2022-12-22,2022,Inpatient/Day Case,8152.0
Vascular Surgery,2022-12-22,2022,Inpatient/Day Case,1606.0
Cardio-Thoracic Surgery,2022-12-22,2022,Inpatient/Day Case,83.0
Clinical Immunology,2022-12-22,2022,Inpatient/Day Case,404.0
Dental Surgery,2022-12-22,2022,Inpatient/Day Case,299.0
General Surgery,2022-12-22,2022,Inpatient/Day Case,278.0
Immunology,2022-12-22,2022,Inpatient/Day Case,93.0
Maxillo-Facial,2022-12-22,2022,Inpatient/Day Case,158.0
Ophthalmology,2022-12-22,2022,Inpatient/Day Case,748.0
Oral Surgery,2022-12-22,2022,Inpatient/Day Case,70.0
Orthopaedics,2022-12-22,2022,Inpatient/Day Case,417.0
Otolaryngology (ENT),2022-12-22,2022,Inpatient/Day Case,872.0
Paed Cardiology,2022-12-22,2022,Inpatient/Day Case,228.0
Paed Endocrinology,2022-12-22,2022,Inpatient/Day Case,27.0
Paed Metabolic Medicine,2022-12-22,2022,Inpatient/Day Case,29.0
Paed Orthopaedic,2022-12-22,2022,Inpatient/Day Case,908.0
Paediatric Dermatology,2022-12-22,2022,Inpatient/Day Case,23.0
Paediatric ENT,2022-12-22,2022,Inpatient/Day Case,695.0
Paediatric Neurology,2022-12-22,2022,Inpatient/Day Case,21.0
Paediatric Neurosurgery,2022-12-22,2022,Inpatient/Day Case,35.0
Paediatric Radiology,2022-12-22,2022,Inpatient/Day Case,51.0
Paediatric Respiratory Medicine,2022-12-22,2022,Inpatient/Day Case,1384.0
Paediatric Surgery,2022-12-22,2022,Inpatient/Day Case,690.0
Paediatric Urology,2022-12-22,2022,Inpatient/Day Case,423.0
Paediatrics,2022-12-22,2022,Inpatient/Day Case,156.0
Plastic Surgery,2022-12-22,2022,Inpatient/Day Case,475.0
Rheumatology,2022-12-22,2022,Inpatient/Day Case,44.0
Small Volume Specialties,2022-12-22,2022,Inpatient/Day Case,59.0
Urology,2022-12-22,2022,Inpatient/Day Case,286.0
Anaesthetics,2023-01-26,2023,Inpatient/Day Case,64.0
Breast Surgery,2023-01-26,2023,Inpatient/Day Case,211.0
Cardio-Thoracic Surgery,2023-01-26,2023,Inpatient/Day Case,353.0
Cardiology,2023-01-26,2023,Inpatient/Day Case,3394.0
Clinical Immunology,2023-01-26,2023,Inpatient/Day Case,240.0
Dental Surgery,2023-01-26,2023,Inpatient/Day Case,57.0
Dermatology,2023-01-26,2023,Inpatient/Day Case,942.0
Endocrinology,2023-01-26,2023,Inpatient/Day Case,34.0
Gastro-Enterology,2023-01-26,2023,Inpatient/Day Case,535.0
Gastro-Intestinal Surgery,2023-01-26,2023,Inpatient/Day Case,637.0
General Medicine,2023-01-26,2023,Inpatient/Day Case,240.0
General Surgery,2023-01-26,2023,Inpatient/Day Case,13344.0
Gynaecology,2023-01-26,2023,Inpatient/Day Case,5965.0
Haematology,2023-01-26,2023,Inpatient/Day Case,33.0
Hepato-Biliary Surgery,2023-01-26,2023,Inpatient/Day Case,45.0
Maxillo-Facial,2023-01-26,2023,Inpatient/Day Case,1423.0
Nephrology,2023-01-26,2023,Inpatient/Day Case,38.0
Neurology,2023-01-26,2023,Inpatient/Day Case,327.0
Neurosurgery,2023-01-26,2023,Inpatient/Day Case,628.0
Oncology,2023-01-26,2023,Inpatient/Day Case,60.0
Ophthalmology,2023-01-26,2023,Inpatient/Day Case,9463.0
Oral Surgery,2023-01-26,2023,Inpatient/Day Case,602.0
Orthopaedics,2023-01-26,2023,Inpatient/Day Case,9886.0
Otolaryngology (ENT),2023-01-26,2023,Inpatient/Day Case,4775.0
Pain Relief,2023-01-26,2023,Inpatient/Day Case,4916.0
Plastic Surgery,2023-01-26,2023,Inpatient/Day Case,5328.0
Respiratory Medicine,2023-01-26,2023,Inpatient/Day Case,678.0
Rheumatology,2023-01-26,2023,Inpatient/Day Case,497.0
Small Volume Specialties,2023-01-26,2023,Inpatient/Day Case,32.0
Urology,2023-01-26,2023,Inpatient/Day Case,8293.0
Vascular Surgery,2023-01-26,2023,Inpatient/Day Case,1691.0
Cardio-Thoracic Surgery,2023-01-26,2023,Inpatient/Day Case,79.0
Clinical Immunology,2023-01-26,2023,Inpatient/Day Case,404.0
Dental Surgery,2023-01-26,2023,Inpatient/Day Case,297.0
General Surgery,2023-01-26,2023,Inpatient/Day Case,301.0
Immunology,2023-01-26,2023,Inpatient/Day Case,122.0
Maxillo-Facial,2023-01-26,2023,Inpatient/Day Case,160.0
Ophthalmology,2023-01-26,2023,Inpatient/Day Case,739.0
Oral Surgery,2023-01-26,2023,Inpatient/Day Case,70.0
Orthopaedics,2023-01-26,2023,Inpatient/Day Case,401.0
Otolaryngology (ENT),2023-01-26,2023,Inpatient/Day Case,864.0
Paed Cardiology,2023-01-26,2023,Inpatient/Day Case,222.0
Paed Endocrinology,2023-01-26,2023,Inpatient/Day Case,24.0
Paed Metabolic Medicine,2023-01-26,2023,Inpatient/Day Case,21.0
Paed Orthopaedic,2023-01-26,2023,Inpatient/Day Case,842.0
Paediatric Dermatology,2023-01-26,2023,Inpatient/Day Case,21.0
Paediatric ENT,2023-01-26,2023,Inpatient/Day Case,684.0
Paediatric Neurology,2023-01-26,2023,Inpatient/Day Case,22.0
Paediatric Neurosurgery,2023-01-26,2023,Inpatient/Day Case,30.0
Paediatric Radiology,2023-01-26,2023,Inpatient/Day Case,49.0
Paediatric Respiratory Medicine,2023-01-26,2023,Inpatient/Day Case,1299.0
Paediatric Surgery,2023-01-26,2023,Inpatient/Day Case,709.0
Paediatric Urology,2023-01-26,2023,Inpatient/Day Case,388.0
Paediatrics,2023-01-26,2023,Inpatient/Day Case,144.0
Plastic Surgery,2023-01-26,2023,Inpatient/Day Case,430.0
Rheumatology,2023-01-26,2023,Inpatient/Day Case,45.0
Small Volume Specialties,2023-01-26,2023,Inpatient/Day Case,57.0
Urology,2023-01-26,2023,Inpatient/Day Case,329.0
Anaesthetics,2023-02-23,2023,Inpatient/Day Case,54.0
Breast Surgery,2023-02-23,2023,Inpatient/Day Case,223.0
Cardio-Thoracic Surgery,2023-02-23,2023,Inpatient/Day Case,315.0
Cardiology,2023-02-23,2023,Inpatient/Day Case,3475.0
Clinical Immunology,2023-02-23,2023,Inpatient/Day Case,275.0
Dental Surgery,2023-02-23,2023,Inpatient/Day Case,51.0
Dermatology,2023-02-23,2023,Inpatient/Day Case,922.0
Endocrinology,2023-02-23,2023,Inpatient/Day Case,25.0
Gastro-Enterology,2023-02-23,2023,Inpatient/Day Case,550.0
Gastro-Intestinal Surgery,2023-02-23,2023,Inpatient/Day Case,647.0
General Medicine,2023-02-23,2023,Inpatient/Day Case,222.0
General Surgery,2023-02-23,2023,Inpatient/Day Case,13282.0
Gynaecology,2023-02-23,2023,Inpatient/Day Case,5745.0
Haematology,2023-02-23,2023,Inpatient/Day Case,40.0
Hepato-Biliary Surgery,2023-02-23,2023,Inpatient/Day Case,45.0
Maxillo-Facial,2023-02-23,2023,Inpatient/Day Case,1438.0
Nephrology,2023-02-23,2023,Inpatient/Day Case,34.0
